ZONEID,TIMESTAMP,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99
1,112011 1:00,157.9739605,163.6915298,164.244618,167.6475945,166.4508019,166.9131055,175.5226422,184.9830648,185.4519646,190.4858221,189.5886872,190.8725055,191.7585315,194.714053,197.6372105,197.1740151,198.0005123,199.8658809,202.9784327,205.9564697,207.0180593,208.7795869,209.9134182,211.0827336,211.5215886,212.2015238,212.6341875,214.2242128,214.8765726,216.115548,216.5864823,216.6827856,215.5227923,216.3708245,217.1182728,216.9878128,217.3093533,217.1230586,217.0221079,217.1900263,216.5748467,218.0121237,217.8520632,217.5649673,217.5255727,217.0821499,216.5010139,216.6197794,216.999626,216.7268455,217.1772673,219.2301085,219.0801647,219.842215,220.4917771,220.5301198,221.9562265,222.4275657,222.3131973,222.3101424,224.2255573,225.9194817,226.901384,227.5183618,227.8088394,227.4944538,227.2994922,226.9574795,226.6569021,228.762151,229.4827027,229.9886228,228.0226896,230.2477441,229.9766075,231.1333508,232.6760757,233.2803165,233.9287386,233.7899884,234.7294191,236.5587856,237.6411308,237.0379323,239.6621589,236.9495053,235.9862415,234.2193682,235.2155595,242.0550173,245.348773,246.8150892,249.51781,248.3548967,256.0797048,256.5923746,256.5085861,243.5746944,249.4602071
1,112011 2:00,158.5092533,164.2690466,164.8188231,168.2621144,167.0522816,167.5508908,176.3516099,186.0337183,186.497945,191.5780859,190.6869646,191.9539387,192.847317,195.8019648,198.7267716,198.265756,199.1222431,200.9968971,204.1519242,207.1568026,208.2177283,209.9952816,211.1332734,212.3275493,212.7861646,213.4952787,213.9429126,215.5307369,216.194239,217.4337846,217.9082914,218.0007419,216.7910643,217.6084552,218.3422228,218.1872753,218.517766,218.3125726,218.1993305,218.3767272,217.71125,219.1577406,218.9884866,218.6849588,218.645294,218.1709894,217.5723877,217.7100368,218.0729289,217.7900122,218.24863,220.2902146,220.0532614,220.8611154,221.544954,221.53722,222.9676274,223.4556889,223.3449017,223.3426455,225.2908117,227.0222707,228.0361146,228.6470569,228.9498958,228.6056003,228.3993912,228.0159159,227.6746175,229.7942917,230.5087148,231.0281349,229.0015381,231.2558298,230.9893776,232.119999,233.6647912,234.218807,234.8690514,234.7408534,235.7162706,237.5476865,238.6240822,238.0329571,240.680981,237.8935674,236.9349617,235.0985109,236.0443275,242.8859233,246.3059048,247.7837863,250.4937654,249.3582213,257.2023853,257.7616281,257.7150458,244.4363895,250.0132558
1,112011 3:00,161.523132,167.5253292,168.0121575,171.7082942,170.4629984,171.1788649,180.6061572,191.1743109,191.5122686,196.6190006,195.7806462,196.8521609,197.8024008,200.6096228,203.4264676,202.9778389,203.9307199,205.7718929,208.9979241,212.0082936,213.0555762,214.9001047,216.0531522,217.3085981,217.8429937,218.7363179,219.2539172,220.8038718,221.5046562,222.7197429,223.1988429,223.3878369,222.0676836,222.6953884,223.3295812,223.0652061,223.3466438,223.0350897,222.8331189,223.0460982,222.3218341,223.7809893,223.6040857,223.2840157,223.2591494,222.7078022,222.1895087,222.4519432,222.8113729,222.5128299,222.9560854,224.8941851,224.3260819,225.2870544,226.0473173,226.0129882,227.4616724,228.0620782,228.0380394,228.0394119,230.0853896,231.8648964,232.9360184,233.4971781,233.7909652,233.3568538,233.1584664,232.6506008,232.1924013,234.274979,234.974094,235.5075981,233.2775363,235.5632702,235.3419624,236.2967374,237.8501599,238.1374753,238.7715501,238.7408877,239.8190755,241.5035087,242.607442,241.9646069,244.6309389,241.6468625,240.8526791,238.9307124,239.8896536,246.350685,250.2242848,251.6865853,254.317435,253.5368567,261.5614679,262.3681053,262.4350613,248.4308309,253.4173247
1,112011 4:00,162.9525931,168.9770775,169.4345173,173.1563673,171.897086,172.7199499,182.4385869,193.4173182,193.7396873,198.8767381,198.0791009,199.115715,200.0832193,202.8113365,205.6100179,205.1981223,206.1857948,208.0199129,211.2920589,214.3208198,215.3812558,217.2406622,218.3942682,219.6868559,220.2549775,221.2273139,221.7732659,223.2936631,224.0123909,225.2073716,225.6866869,225.8918696,224.5019961,225.0386413,225.631979,225.3241593,225.5821651,225.2110052,224.971197,225.1967492,224.4330758,225.8777807,225.6951701,225.3609119,225.3433163,224.74472,224.2443003,224.5789749,224.9282899,224.621076,225.0574411,226.9719657,226.2469695,227.2676983,228.0627101,227.9946559,229.452991,230.0881619,230.1119513,230.1151383,232.200155,234.0263646,235.1370754,235.6841779,235.984619,235.4986319,235.2996217,234.7266056,234.2172891,236.3021236,236.9918018,237.5405517,235.2104545,237.501683,237.3092619,238.1946393,239.7483948,239.9379175,240.5504622,240.5604414,241.6861133,243.3296671,244.4370979,243.8134044,246.509448,243.4302682,242.7227677,240.7329636,241.6910798,248.027839,252.0785815,253.539229,256.1395052,255.4832644,263.6375683,264.5669781,264.6730781,250.2620889,254.8518148
1,112011 5:00,163.0777294,169.0764618,169.539169,173.2319949,171.9652882,172.7967344,182.6163419,193.6909727,194.0415575,199.2257908,198.4332709,199.5004448,200.464358,203.2068013,206.0327398,205.6332849,206.6336143,208.4839192,211.7920054,214.851553,215.9205748,217.7803579,218.9334097,220.2453779,220.8221263,221.7959209,222.3454888,223.8638309,224.5886501,225.7841038,226.265481,226.4438269,225.0141512,225.545232,226.140317,225.8261946,226.0989981,225.7197765,225.4812169,225.7096085,224.9011572,226.3453239,226.15417,225.8038907,225.7844344,225.1623708,224.6278625,224.9695844,225.2999761,224.9844849,225.4307866,227.3572346,226.5909044,227.631266,228.4489092,228.3326511,229.7931002,230.4233311,230.4425527,230.4460943,232.5470343,234.4122785,235.5509698,236.1023991,236.419999,235.913352,235.7010809,235.1019933,234.5703132,236.6808537,237.3658249,237.9288248,235.5656244,237.8768759,237.6862506,238.573856,240.1271886,240.313049,240.924444,240.9301226,242.0766416,243.7512502,244.8456303,244.256522,246.9804996,243.8543792,243.1341,241.0787148,241.9846511,248.3909074,252.4912818,253.9666714,256.5863007,255.8954083,264.1572182,265.1023168,265.2241105,250.5547283,254.8818766
1,112011 6:00,164.2692046,170.2513546,170.6898692,174.3688855,173.0906361,174.0128149,184.0722206,195.4856604,195.8397753,201.0552664,200.3027207,201.3625454,202.3369911,205.010099,207.832692,207.4756551,208.5012307,210.3481234,213.6986748,216.7788619,217.8664122,219.7323436,220.8832824,222.2292408,222.8332598,223.8698854,224.4412506,225.9304287,226.670303,227.8458392,228.3266321,228.507784,227.014032,227.4688873,228.0319154,227.684831,227.9377123,227.5053403,227.2369062,227.4740991,226.6290979,228.0536049,227.8570671,227.492709,227.4796853,226.8148119,226.2883395,226.6950905,227.0141067,226.6909278,227.131643,229.0477981,228.1507511,229.2356412,230.0813561,229.930112,231.3989629,232.0515314,232.1137112,232.1188094,234.2492412,236.1622416,237.3384152,237.8817617,238.2090146,237.6558516,237.4417314,236.7864138,236.213907,238.3332126,239.0097605,239.5884734,237.1410561,239.4528345,239.2893745,240.1239819,241.6761534,241.7906609,242.379354,242.4170593,243.6025327,245.252603,246.3460414,245.788866,248.5447449,245.339188,244.6951949,242.5738081,243.4764148,249.797398,254.0307858,255.5063385,258.1026189,257.500331,265.8838617,266.9338767,267.0825494,252.0563379,256.0147444
1,112011 7:00,164.2770963,170.2315186,170.6790075,174.326875,173.0414317,173.9632055,184.1097703,195.5936517,195.9793322,201.2444789,200.4933723,201.5886761,202.5579373,205.2550711,208.1086994,207.7610681,208.7983968,210.6638594,214.0501874,217.1627748,218.2579888,220.1235365,221.2740195,222.6381492,223.2489537,224.2802341,224.8532448,226.3431851,227.0882787,228.2666296,228.7498188,228.9003642,227.3688684,227.8259281,228.394394,228.0438847,228.3158251,227.8802647,227.6166785,227.8560818,226.9645926,228.3906601,228.1850807,227.8041698,227.7883709,227.1018529,226.536052,226.9435055,227.2424416,226.9107474,227.3633909,229.2941347,228.3647298,229.4668466,230.3351056,230.1335025,231.6037464,232.248236,232.3006925,232.3061128,234.4511075,236.4030052,237.6067415,238.1560332,238.5016557,237.9303382,237.7014537,237.0229208,236.4297791,238.5770814,239.2492128,239.8423016,237.3670375,239.701247,239.5368629,240.3797494,241.9315354,242.049747,242.6397494,242.6690349,243.8737945,245.5615747,246.640217,246.1187448,248.9024267,245.6528015,244.9860935,242.7979968,243.6416784,250.050121,254.3248257,255.81685,258.4376479,257.7864972,266.2775789,267.3337531,267.4972633,252.2200504,255.9235099
1,112011 8:00,164.5459497,170.4721803,170.921478,174.5392922,173.245746,174.1873616,184.4539564,196.0667652,196.479104,201.7900223,201.0494057,202.1724417,203.1397082,205.8399857,208.7178451,208.3878619,209.4396705,211.3189379,214.7426432,217.8852811,218.9911559,220.8572019,222.0066197,223.392593,224.0146327,225.0553835,225.6343176,227.1179587,227.8704261,229.0463251,229.5311789,229.6577418,228.0824101,228.5243138,229.09004,228.7298858,229.0122293,228.562184,228.295974,228.5388876,227.6030285,229.0253238,228.8114964,228.4144593,228.3979707,227.6849967,227.089961,227.5127023,227.7933616,227.4533341,227.9140341,229.8545724,228.8711626,229.996002,230.8878939,230.639079,232.1122515,232.7548541,232.8096149,232.8156751,234.9781293,236.9714684,238.2052623,238.7577548,239.120098,238.52418,238.2833425,237.5742701,236.9563452,239.1278152,239.7945907,240.4025502,237.8871343,240.2384362,240.0796143,240.9175725,242.4686601,242.5747998,243.1604359,243.1901229,244.418401,246.1307365,247.1973502,246.7120072,249.5247712,246.2235268,245.5564952,243.3013679,244.0982681,250.5570077,254.8918251,256.3966888,259.0315476,258.3608758,266.9630993,268.0474453,268.2279496,252.6765881,256.0982654
1,112011 9:00,165.0277037,170.9234522,171.3686183,174.9551535,173.6526945,174.6308012,185.0432553,196.832041,197.2678545,202.6212663,201.8989333,203.0445113,204.0121663,206.698154,209.5951139,209.2902648,210.358437,212.2475188,215.7097811,218.8805616,220.0000179,221.8669453,223.0146123,224.4254839,225.0622827,226.124471,226.7126853,228.1839136,228.9454799,230.1143717,230.6002114,230.7078064,229.0836373,229.4961637,230.0525123,229.6778838,229.9633188,229.4893446,229.2145114,229.4618543,228.4835908,229.8972503,229.6758679,229.2630535,229.2476682,228.5043509,227.8883205,228.338557,228.6024317,228.2542577,228.7197347,230.666629,229.6118323,230.7633365,231.6794515,231.3860784,232.8634499,233.5089561,233.5762182,233.5831408,235.7650642,237.8021606,239.0680681,239.621699,239.999522,239.3736906,239.1232806,238.3778636,237.7320918,239.9247418,240.5854309,241.2086992,238.6433107,241.0067961,240.8590947,241.681538,243.2316028,243.3133344,243.8897103,243.9270181,245.182021,246.9083021,247.9650341,247.5168375,250.3598866,247.0012771,246.3527559,244.030371,244.790866,251.2696508,255.6786436,257.193228,259.8334447,259.1668513,267.8828668,269.0135912,269.212292,253.3694736,256.4877153
